canvassim,15a           ,15a-charge      ,15b-charge,15b,21-1,21-2,43-charge,43,55-charge,55,65,70-charge,70,78a-charge,78a,78b-charge,78b,80,81-charge,81,82,83,84,85-1,85-2,85-3,86,96-charge,96,97-charge,97,98-charge,98,99-charge,99,100-charge,100,101-charge,101,102-charge,102,103-charge,103,104-charge,104,105-charge,105,151831        ,CheCOSP01-t,CheCOSP02,CheCOSP03,CheCOSP04-t,CheCOSP05-t,CheCOSP06,CheCOSP07-t,CheCOSP08-t,CheCOSP09,CheCOSP010-c,CheCOSP11-t,CheCOSP12,CheCOSP13-t,CheCOSP14,CheCOSP15-t,CheCOSP19,CheCOSP20,CheCOSP21,CheCOSP22,CheCOSP23,CheCOSP24,CheCOSP25,CheCOSP26-charge,CheCOSP26,CheCOSP27,CheCOSP28,CheCOSP29,CheCOSP30-R-charge,CheCOSP30-R,CheCOSP31,CheCOSP32,CheCOSP33-R-charge,CheCOSP33-R,CheCOSP34,CheCOSP35-charge,CheCOSP35,CheCOSP36-R-1,CheCOSP36-R,CheCOSP37,CheCOSP38-charge,CheCOSP38,CheCOSP39,CheCOSP40-charge,CheCOSP40,CheCOSP41,CheCOSP42-R,CheCOSP43-R,CheCOSP44,CheCOSP45,CheCOSP46,CheCOSP47,CheCOSP48,CheCOSP49,CheCOSP50,CheCOSP51,CheCOSP52,CheCOSP53,CheCOSP54-charge,CheCOSP54,CheCOSP55,CheCOSP56,CheCOSP57-charge,CheCOSP57,CheCOSP58-R-1,CheCOSP58-R,CheCOSP59-charge,CheCOSP59,CheCOSP60,CheCOSP61,CheCOSP62-charge,CheCOSP62,CheCOSP63,CheCOSP64-1,CheCOSP64,DHN1           ,DHN2           ,goniothalamin ,LA1011-1        ,LA1011-2       ,LA1014        ,LA1014-charge     ,LA1026-1     ,LA1026-2    ,Novobiocin    ,ZINC06648713-1,ZINC09256574  
15a           ,1,0.934783,0.934783,1,0.8,0.784314,0.843137,0.895833,0.914894,0.955556,0.816327,0.836735,0.833333,0.87234,0.869565,0.87234,0.869565,0.755102,0.693878,0.666667,0.72,0.816327,0.784314,0.84,0.84,0.893617,0.64,0.826923,0.877551,0.826923,0.877551,0.773585,0.82,0.694915,0.732143,0.934783,1,0.891304,0.953488,0.891304,0.953488,0.891304,0.953488,0.914894,0.977273,0.914894,0.977273,0.490566,0.303571,0.294118,0.25,0.306122,0.26,0.322581,0.333333,0.333333,0.293103,0.303571,0.303571,0.322581,0.333333,0.322581,0.333333,0.313726,0.350877,0.293103,0.322581,0.25,0.296296,0.321429,0.54386,0.509091,0.578947,0.581818,0.188679,0.491803,0.482759,0.307692,0.625,0.40678,0.40678,0.298246,0.627119,0.607143,0.622951,0.629032,0.344828,0.555556,0.6,0.333333,0.545455,0.589286,0.625,0.47541,0.483871,0.293103,0.322581,0.35,0.35,0.35,0.35,0.35,0.35,0.380952,0.380952,0.390625,0.390625,0.25,0.245283,0.54386,0.509091,0.622951,0.629032,0.54386,0.509091,0.578947,0.534483,0.5,0.464286,0.285714,0.539683,0.548387,0.509091,0.54717,0.266667,0.525424,0.525424,0.557377,0.534483,0.534483,0.534483,0.384615,0.359375,0.403226
15a-charge      ,0.934783,1,1,0.934783,0.86,0.843137,0.901961,0.843137,0.978723,0.93617,0.877551,0.897959,0.857143,0.93617,0.893617,0.93617,0.893617,0.78,0.653846,0.692308,0.78,0.877551,0.843137,0.9,0.9,0.84,0.7,0.884615,0.826923,0.884615,0.826923,0.830189,0.773585,0.745763,0.694915,1,0.934783,0.956522,0.891304,0.956522,0.891304,0.956522,0.891304,0.978723,0.914894,0.978723,0.914894,0.518519,0.288136,0.277778,0.236364,0.288462,0.245283,0.349206,0.360656,0.360656,0.278689,0.288136,0.288136,0.349206,0.360656,0.349206,0.360656,0.296296,0.333333,0.278689,0.349206,0.236364,0.280702,0.327586,0.568965,0.482759,0.603448,0.551724,0.178571,0.516129,0.459016,0.314815,0.649123,0.433333,0.409836,0.283333,0.677966,0.576271,0.672131,0.677419,0.35,0.553571,0.625,0.338983,0.54386,0.614035,0.649123,0.5,0.532258,0.278689,0.349206,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,0.428571,0.428571,0.4375,0.415385,0.236364,0.232143,0.568965,0.482759,0.672131,0.677419,0.568965,0.482759,0.603448,0.559322,0.525424,0.440678,0.3125,0.587302,0.596774,0.508772,0.517857,0.25,0.55,0.55,0.606557,0.508197,0.559322,0.559322,0.367647,0.363636,0.428571
15b-charge,0.934783,1,1,0.934783,0.86,0.843137,0.901961,0.843137,0.978723,0.93617,0.877551,0.897959,0.857143,0.93617,0.893617,0.93617,0.893617,0.78,0.653846,0.692308,0.78,0.877551,0.843137,0.9,0.9,0.84,0.7,0.884615,0.826923,0.884615,0.826923,0.830189,0.773585,0.745763,0.694915,1,0.934783,0.956522,0.891304,0.956522,0.891304,0.956522,0.891304,0.978723,0.914894,0.978723,0.914894,0.518519,0.288136,0.277778,0.236364,0.288462,0.245283,0.349206,0.360656,0.360656,0.278689,0.288136,0.288136,0.349206,0.360656,0.349206,0.360656,0.296296,0.333333,0.278689,0.349206,0.236364,0.280702,0.327586,0.568965,0.482759,0.603448,0.551724,0.178571,0.516129,0.459016,0.314815,0.649123,0.433333,0.409836,0.283333,0.677966,0.576271,0.672131,0.677419,0.35,0.553571,0.625,0.338983,0.54386,0.614035,0.649123,0.5,0.532258,0.278689,0.349206,0.354839,0.354839,0.354839,0.354839,0.354839,0.354839,0.428571,0.428571,0.4375,0.415385,0.236364,0.232143,0.568965,0.482759,0.672131,0.677419,0.568965,0.482759,0.603448,0.559322,0.525424,0.440678,0.3125,0.587302,0.596774,0.508772,0.517857,0.25,0.55,0.55,0.606557,0.508197,0.559322,0.559322,0.367647,0.363636,0.428571
15b,1,0.934783,0.934783,1,0.8,0.784314,0.843137,0.895833,0.914894,0.955556,0.816327,0.836735,0.833333,0.87234,0.869565,0.87234,0.869565,0.755102,0.693878,0.666667,0.72,0.816327,0.784314,0.84,0.84,0.893617,0.64,0.826923,0.877551,0.826923,0.877551,0.773585,0.82,0.694915,0.732143,0.934783,1,0.891304,0.953488,0.891304,0.953488,0.891304,0.953488,0.914894,0.977273,0.914894,0.977273,0.490566,0.303571,0.294118,0.25,0.306122,0.26,0.322581,0.333333,0.333333,0.293103,0.303571,0.303571,0.322581,0.333333,0.322581,0.333333,0.313726,0.350877,0.293103,0.322581,0.25,0.296296,0.321429,0.54386,0.509091,0.578947,0.581818,0.188679,0.491803,0.482759,0.307692,0.625,0.40678,0.40678,0.298246,0.627119,0.607143,0.622951,0.629032,0.344828,0.555556,0.6,0.333333,0.545455,0.589286,0.625,0.47541,0.483871,0.293103,0.322581,0.35,0.35,0.35,0.35,0.35,0.35,0.380952,0.380952,0.390625,0.390625,0.25,0.245283,0.54386,0.509091,0.622951,0.629032,0.54386,0.509091,0.578947,0.534483,0.5,0.464286,0.285714,0.539683,0.548387,0.509091,0.54717,0.266667,0.525424,0.525424,0.557377,0.534483,0.534483,0.534483,0.384615,0.359375,0.403226
21-1,0.8,0.86,0.86,0.8,1,0.979167,0.781818,0.727273,0.843137,0.803922,0.897959,0.807692,0.769231,0.84,0.8,0.84,0.8,0.764706,0.705882,0.745098,0.8,0.86,0.826923,0.882353,0.882353,0.823529,0.686275,0.8,0.745455,0.8,0.745455,0.719298,0.666667,0.704918,0.655738,0.86,0.8,0.82,0.76,0.82,0.76,0.82,0.76,0.843137,0.784314,0.843137,0.784314,0.566038,0.262295,0.272727,0.232143,0.283019,0.240741,0.34375,0.354839,0.354839,0.253968,0.262295,0.262295,0.34375,0.354839,0.34375,0.354839,0.314815,0.327869,0.253968,0.34375,0.232143,0.275862,0.344828,0.586207,0.5,0.59322,0.568965,0.175439,0.484375,0.428571,0.309091,0.637931,0.403226,0.380952,0.278689,0.724138,0.62069,0.634921,0.640625,0.344262,0.571429,0.642857,0.355932,0.561404,0.631579,0.637931,0.46875,0.5,0.253968,0.34375,0.328125,0.328125,0.328125,0.328125,0.328125,0.328125,0.378788,0.378788,0.409091,0.38806,0.232143,0.22807,0.586207,0.5,0.634921,0.640625,0.586207,0.5,0.59322,0.55,0.542373,0.457627,0.307692,0.603175,0.612903,0.5,0.482759,0.196078,0.59322,0.59322,0.65,0.55,0.603448,0.603448,0.382353,0.4,0.467742
21-2,0.784314,0.843137,0.843137,0.784314,0.979167,1,0.767857,0.714286,0.826923,0.788462,0.88,0.792453,0.754717,0.823529,0.784314,0.823529,0.784314,0.75,0.692308,0.730769,0.784314,0.843137,0.811321,0.865385,0.865385,0.807692,0.673077,0.785714,0.732143,0.785714,0.732143,0.706897,0.655172,0.693548,0.645161,0.843137,0.784314,0.803922,0.745098,0.803922,0.745098,0.803922,0.745098,0.826923,0.769231,0.826923,0.769231,0.555556,0.278689,0.267857,0.22807,0.277778,0.236364,0.359375,0.370968,0.370968,0.269841,0.278689,0.278689,0.359375,0.370968,0.359375,0.370968,0.309091,0.344262,0.269841,0.359375,0.22807,0.271186,0.338983,0.576271,0.491525,0.583333,0.559322,0.172414,0.476923,0.421875,0.303571,0.627119,0.396825,0.375,0.274194,0.711864,0.610169,0.625,0.630769,0.33871,0.561404,0.631579,0.35,0.551724,0.62069,0.627119,0.461538,0.492308,0.269841,0.359375,0.34375,0.34375,0.34375,0.34375,0.34375,0.34375,0.393939,0.393939,0.424242,0.402985,0.22807,0.224138,0.576271,0.491525,0.625,0.630769,0.576271,0.491525,0.583333,0.540984,0.533333,0.45,0.323077,0.59375,0.603175,0.491525,0.474576,0.192308,0.583333,0.583333,0.639344,0.540984,0.59322,0.59322,0.376812,0.415385,0.483871
43-charge,0.843137,0.901961,0.901961,0.843137,0.781818,0.767857,1,0.941176,0.884615,0.846154,0.796296,0.814815,0.777778,0.846154,0.807692,0.846154,0.807692,0.709091,0.596491,0.631579,0.709091,0.796296,0.767857,0.818182,0.818182,0.763636,0.636364,0.807018,0.754386,0.807018,0.754386,0.758621,0.706897,0.8,0.75,0.901961,0.843137,0.862745,0.803922,0.862745,0.803922,0.862745,0.803922,0.884615,0.826923,0.884615,0.826923,0.474576,0.265625,0.254237,0.216667,0.263158,0.224138,0.323529,0.333333,0.333333,0.257576,0.265625,0.265625,0.323529,0.333333,0.323529,0.333333,0.271186,0.307692,0.257576,0.323529,0.216667,0.258065,0.301587,0.52381,0.444444,0.555556,0.507937,0.163934,0.477612,0.424242,0.288136,0.596774,0.4,0.378788,0.261538,0.625,0.53125,0.621212,0.626866,0.323077,0.508197,0.57377,0.3125,0.5,0.564516,0.596774,0.462687,0.492537,0.257576,0.323529,0.328358,0.328358,0.328358,0.328358,0.328358,0.328358,0.397059,0.397059,0.405797,0.385714,0.216667,0.213115,0.52381,0.444444,0.621212,0.626866,0.52381,0.444444,0.555556,0.515625,0.484375,0.40625,0.289855,0.544118,0.552239,0.467742,0.47541,0.226415,0.507692,0.507692,0.560606,0.469697,0.515625,0.515625,0.342466,0.439394,0.507937
43,0.895833,0.843137,0.843137,0.895833,0.727273,0.714286,0.941176,1,0.826923,0.86,0.740741,0.759259,0.754717,0.788462,0.784314,0.788462,0.784314,0.685185,0.62963,0.607143,0.654545,0.740741,0.714286,0.763636,0.763636,0.807692,0.581818,0.754386,0.796296,0.754386,0.796296,0.706897,0.745455,0.75,0.789474,0.843137,0.895833,0.803922,0.854167,0.803922,0.854167,0.803922,0.854167,0.826923,0.877551,0.826923,0.877551,0.448276,0.278689,0.267857,0.22807,0.277778,0.236364,0.298507,0.307692,0.307692,0.269841,0.278689,0.278689,0.298507,0.307692,0.298507,0.307692,0.285714,0.322581,0.269841,0.298507,0.22807,0.271186,0.295082,0.5,0.466667,0.532258,0.533333,0.172414,0.454545,0.444444,0.280702,0.57377,0.375,0.375,0.274194,0.578125,0.557377,0.575758,0.58209,0.31746,0.508475,0.55,0.306452,0.5,0.540984,0.57377,0.439394,0.447761,0.269841,0.298507,0.323077,0.323077,0.323077,0.323077,0.323077,0.323077,0.352941,0.352941,0.362319,0.362319,0.22807,0.224138,0.5,0.466667,0.575758,0.58209,0.5,0.466667,0.532258,0.492063,0.460317,0.42623,0.264706,0.5,0.507463,0.466667,0.5,0.24,0.484375,0.484375,0.515152,0.492063,0.492063,0.492063,0.357143,0.4375,0.483871
55-charge,0.914894,0.978723,0.978723,0.914894,0.843137,0.826923,0.884615,0.826923,1,0.957447,0.86,0.918367,0.877551,0.916667,0.875,0.916667,0.875,0.764706,0.641509,0.679245,0.764706,0.86,0.826923,0.882353,0.882353,0.823529,0.686275,0.867925,0.811321,0.867925,0.811321,0.849057,0.792453,0.762712,0.711864,0.978723,0.914894,0.93617,0.87234,0.93617,0.87234,0.93617,0.87234,0.958333,0.895833,0.958333,0.895833,0.509091,0.305085,0.296296,0.254545,0.307692,0.264151,0.365079,0.377049,0.377049,0.295082,0.305085,0.305085,0.365079,0.377049,0.365079,0.377049,0.314815,0.35,0.295082,0.365079,0.254545,0.298246,0.344828,0.586207,0.5,0.62069,0.568965,0.196429,0.532258,0.47541,0.333333,0.666667,0.45,0.42623,0.3,0.694915,0.59322,0.688525,0.693548,0.366667,0.571429,0.642857,0.355932,0.561404,0.631579,0.666667,0.516129,0.548387,0.295082,0.365079,0.370968,0.370968,0.370968,0.370968,0.370968,0.370968,0.444444,0.444444,0.453125,0.430769,0.254545,0.25,0.586207,0.5,0.688525,0.693548,0.586207,0.5,0.62069,0.576271,0.542373,0.457627,0.328125,0.603175,0.612903,0.5,0.508772,0.244898,0.540984,0.540984,0.596774,0.5,0.55,0.55,0.362319,0.378788,0.421875
55,0.955556,0.93617,0.93617,0.955556,0.803922,0.788462,0.846154,0.86,0.957447,1,0.82,0.877551,0.875,0.875,0.87234,0.875,0.87234,0.72549,0.666667,0.641509,0.72549,0.82,0.788462,0.843137,0.843137,0.857143,0.647059,0.830189,0.843137,0.830189,0.843137,0.811321,0.823529,0.728814,0.736842,0.93617,0.955556,0.893617,0.911111,0.893617,0.911111,0.893617,0.911111,0.916667,0.934783,0.916667,0.934783,0.5,0.315789,0.307692,0.264151,0.32,0.27451,0.354839,0.366667,0.366667,0.305085,0.315789,0.315789,0.354839,0.366667,0.354839,0.366667,0.326923,0.362069,0.305085,0.354839,0.264151,0.309091,0.333333,0.551724,0.517857,0.586207,0.589286,0.203704,0.5,0.491525,0.320755,0.631579,0.416667,0.416667,0.310345,0.661017,0.614035,0.655738,0.66129,0.355932,0.563636,0.607143,0.344828,0.553571,0.596491,0.631579,0.483871,0.516129,0.305085,0.354839,0.383333,0.383333,0.383333,0.383333,0.383333,0.383333,0.412698,0.412698,0.421875,0.421875,0.264151,0.259259,0.551724,0.517857,0.655738,0.66129,0.551724,0.517857,0.586207,0.542373,0.508475,0.473684,0.31746,0.571429,0.580645,0.517857,0.527273,0.255319,0.508197,0.508197,0.564516,0.516667,0.516667,0.516667,0.373134,0.390625,0.412698
65,0.816327,0.877551,0.877551,0.816327,0.897959,0.88,0.796296,0.740741,0.86,0.82,1,0.86,0.82,0.857143,0.816327,0.857143,0.816327,0.745098,0.686275,0.72549,0.78,0.877551,0.843137,0.9,0.9,0.84,0.7,0.814815,0.759259,0.814815,0.759259,0.732143,0.678571,0.688525,0.639344,0.877551,0.816327,0.836735,0.77551,0.836735,0.77551,0.836735,0.77551,0.86,0.8,0.86,0.8,0.54717,0.266667,0.277778,0.236364,0.288462,0.245283,0.328125,0.33871,0.33871,0.258065,0.266667,0.266667,0.328125,0.33871,0.328125,0.33871,0.320755,0.333333,0.258065,0.328125,0.236364,0.280702,0.327586,0.568965,0.482759,0.576271,0.578947,0.178571,0.46875,0.412698,0.314815,0.62069,0.387097,0.365079,0.262295,0.736842,0.631579,0.645161,0.650794,0.327869,0.553571,0.625,0.338983,0.54386,0.614035,0.62069,0.453125,0.507937,0.258065,0.328125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.384615,0.384615,0.393939,0.373134,0.236364,0.232143,0.568965,0.482759,0.645161,0.650794,0.568965,0.482759,0.576271,0.533333,0.525424,0.440678,0.292308,0.612903,0.622951,0.457627,0.465517,0.2,0.603448,0.603448,0.633333,0.533333,0.614035,0.614035,0.367647,0.384615,0.451613
70-charge,0.836735,0.897959,0.897959,0.836735,0.807692,0.792453,0.814815,0.759259,0.918367,0.877551,0.86,1,0.957447,0.957447,0.914894,0.957447,0.914894,0.730769,0.611111,0.648148,0.730769,0.86,0.826923,0.882353,0.882353,0.823529,0.686275,0.833333,0.777778,0.833333,0.777778,0.781818,0.727273,0.733333,0.683333,0.897959,0.836735,0.857143,0.795918,0.857143,0.795918,0.857143,0.795918,0.88,0.82,0.88,0.82,0.509091,0.305085,0.296296,0.254545,0.307692,0.264151,0.387097,0.4,0.4,0.295082,0.305085,0.305085,0.387097,0.4,0.387097,0.4,0.339623,0.372881,0.295082,0.387097,0.254545,0.298246,0.368421,0.614035,0.526316,0.649123,0.625,0.196429,0.557377,0.5,0.333333,0.696429,0.474576,0.45,0.322034,0.754386,0.649123,0.745763,0.75,0.38983,0.6,0.672727,0.37931,0.589286,0.660714,0.696429,0.492063,0.548387,0.295082,0.387097,0.370968,0.370968,0.370968,0.370968,0.370968,0.370968,0.467742,0.467742,0.430769,0.409091,0.254545,0.25,0.614035,0.526316,0.745763,0.75,0.614035,0.526316,0.649123,0.603448,0.568965,0.482759,0.349206,0.629032,0.639344,0.45,0.457627,0.244898,0.59322,0.59322,0.65,0.55,0.603448,0.603448,0.342857,0.4,0.444444
70,0.833333,0.857143,0.857143,0.833333,0.769231,0.754717,0.777778,0.754717,0.877551,0.875,0.82,0.957447,1,0.914894,0.955556,0.914894,0.955556,0.692308,0.603774,0.611111,0.692308,0.82,0.788462,0.843137,0.843137,0.82,0.647059,0.796296,0.773585,0.796296,0.773585,0.745455,0.722222,0.7,0.677966,0.857143,0.833333,0.816327,0.791667,0.816327,0.791667,0.816327,0.791667,0.84,0.816327,0.84,0.816327,0.472727,0.315789,0.307692,0.264151,0.32,0.27451,0.4,0.413793,0.413793,0.305085,0.315789,0.315789,0.4,0.413793,0.4,0.413793,0.352941,0.385965,0.305085,0.4,0.264151,0.309091,0.357143,0.578947,0.545455,0.614035,0.648148,0.203704,0.52459,0.491525,0.320755,0.660714,0.440678,0.440678,0.333333,0.719298,0.672727,0.711864,0.716667,0.37931,0.592593,0.636364,0.368421,0.581818,0.625,0.660714,0.460317,0.516129,0.305085,0.4,0.360656,0.360656,0.360656,0.360656,0.360656,0.360656,0.459016,0.459016,0.421875,0.421875,0.264151,0.259259,0.578947,0.545455,0.711864,0.716667,0.578947,0.545455,0.614035,0.568965,0.534483,0.5,0.360656,0.596774,0.606557,0.465517,0.473684,0.255319,0.559322,0.559322,0.616667,0.568965,0.568965,0.568965,0.352941,0.390625,0.435484
78a-charge,0.87234,0.93617,0.93617,0.87234,0.84,0.823529,0.846154,0.788462,0.916667,0.875,0.857143,0.957447,0.914894,1,0.955556,1,0.955556,0.76,0.634615,0.673077,0.76,0.857143,0.823529,0.88,0.88,0.82,0.68,0.865385,0.807692,0.865385,0.807692,0.777778,0.722222,0.728814,0.677966,0.93617,0.87234,0.893617,0.829787,0.893617,0.829787,0.893617,0.829787,0.916667,0.854167,0.916667,0.854167,0.528302,0.293103,0.283019,0.240741,0.294118,0.25,0.377049,0.38983,0.38983,0.283333,0.293103,0.293103,0.377049,0.38983,0.377049,0.38983,0.326923,0.362069,0.283333,0.377049,0.240741,0.285714,0.357143,0.607143,0.517857,0.642857,0.589286,0.181818,0.55,0.491525,0.320755,0.690909,0.465517,0.440678,0.310345,0.719298,0.614035,0.711864,0.716667,0.37931,0.592593,0.666667,0.368421,0.581818,0.654545,0.690909,0.483871,0.516129,0.283333,0.377049,0.360656,0.360656,0.360656,0.360656,0.360656,0.360656,0.459016,0.459016,0.421875,0.4,0.240741,0.236364,0.607143,0.517857,0.711864,0.716667,0.607143,0.517857,0.642857,0.596491,0.561404,0.473684,0.33871,0.596774,0.606557,0.465517,0.473684,0.255319,0.586207,0.586207,0.644068,0.542373,0.596491,0.596491,0.352941,0.390625,0.459016
78a,0.869565,0.893617,0.893617,0.869565,0.8,0.784314,0.807692,0.784314,0.875,0.87234,0.816327,0.914894,0.955556,0.955556,1,0.955556,1,0.72,0.627451,0.634615,0.72,0.816327,0.784314,0.84,0.84,0.816327,0.64,0.826923,0.803922,0.826923,0.803922,0.740741,0.716981,0.694915,0.672414,0.893617,0.869565,0.851064,0.826087,0.851064,0.826087,0.851064,0.826087,0.875,0.851064,0.875,0.851064,0.490566,0.303571,0.294118,0.25,0.306122,0.26,0.38983,0.403509,0.403509,0.293103,0.303571,0.303571,0.38983,0.403509,0.38983,0.403509,0.34,0.375,0.293103,0.38983,0.25,0.296296,0.345455,0.571429,0.537037,0.607143,0.611111,0.188679,0.516667,0.482759,0.307692,0.654545,0.431034,0.431034,0.321429,0.684211,0.636364,0.677966,0.683333,0.368421,0.584906,0.62963,0.357143,0.574074,0.618182,0.654545,0.451613,0.483871,0.293103,0.38983,0.35,0.35,0.35,0.35,0.35,0.35,0.45,0.45,0.412698,0.412698,0.25,0.245283,0.571429,0.537037,0.677966,0.683333,0.571429,0.537037,0.607143,0.561404,0.526316,0.490909,0.35,0.564516,0.57377,0.482143,0.490909,0.266667,0.551724,0.551724,0.610169,0.561404,0.561404,0.561404,0.363636,0.380952,0.45
78b-charge,0.87234,0.93617,0.93617,0.87234,0.84,0.823529,0.846154,0.788462,0.916667,0.875,0.857143,0.957447,0.914894,1,0.955556,1,0.955556,0.76,0.634615,0.673077,0.76,0.857143,0.823529,0.88,0.88,0.82,0.68,0.865385,0.807692,0.865385,0.807692,0.777778,0.722222,0.728814,0.677966,0.93617,0.87234,0.893617,0.829787,0.893617,0.829787,0.893617,0.829787,0.916667,0.854167,0.916667,0.854167,0.528302,0.293103,0.283019,0.240741,0.294118,0.25,0.377049,0.38983,0.38983,0.283333,0.293103,0.293103,0.377049,0.38983,0.377049,0.38983,0.326923,0.362069,0.283333,0.377049,0.240741,0.285714,0.357143,0.607143,0.517857,0.642857,0.589286,0.181818,0.55,0.491525,0.320755,0.690909,0.465517,0.440678,0.310345,0.719298,0.614035,0.711864,0.716667,0.37931,0.592593,0.666667,0.368421,0.581818,0.654545,0.690909,0.483871,0.516129,0.283333,0.377049,0.360656,0.360656,0.360656,0.360656,0.360656,0.360656,0.459016,0.459016,0.421875,0.4,0.240741,0.236364,0.607143,0.517857,0.711864,0.716667,0.607143,0.517857,0.642857,0.596491,0.561404,0.473684,0.33871,0.596774,0.606557,0.465517,0.473684,0.255319,0.586207,0.586207,0.644068,0.542373,0.596491,0.596491,0.352941,0.390625,0.459016
78b,0.869565,0.893617,0.893617,0.869565,0.8,0.784314,0.807692,0.784314,0.875,0.87234,0.816327,0.914894,0.955556,0.955556,1,0.955556,1,0.72,0.627451,0.634615,0.72,0.816327,0.784314,0.84,0.84,0.816327,0.64,0.826923,0.803922,0.826923,0.803922,0.740741,0.716981,0.694915,0.672414,0.893617,0.869565,0.851064,0.826087,0.851064,0.826087,0.851064,0.826087,0.875,0.851064,0.875,0.851064,0.490566,0.303571,0.294118,0.25,0.306122,0.26,0.38983,0.403509,0.403509,0.293103,0.303571,0.303571,0.38983,0.403509,0.38983,0.403509,0.34,0.375,0.293103,0.38983,0.25,0.296296,0.345455,0.571429,0.537037,0.607143,0.611111,0.188679,0.516667,0.482759,0.307692,0.654545,0.431034,0.431034,0.321429,0.684211,0.636364,0.677966,0.683333,0.368421,0.584906,0.62963,0.357143,0.574074,0.618182,0.654545,0.451613,0.483871,0.293103,0.38983,0.35,0.35,0.35,0.35,0.35,0.35,0.45,0.45,0.412698,0.412698,0.25,0.245283,0.571429,0.537037,0.677966,0.683333,0.571429,0.537037,0.607143,0.561404,0.526316,0.490909,0.35,0.564516,0.57377,0.482143,0.490909,0.266667,0.551724,0.551724,0.610169,0.561404,0.561404,0.561404,0.363636,0.380952,0.45
80,0.755102,0.78,0.78,0.755102,0.764706,0.75,0.709091,0.685185,0.764706,0.72549,0.745098,0.730769,0.692308,0.76,0.72,0.76,0.72,1,0.804348,0.847826,0.954545,0.78,0.75,0.803922,0.803922,0.78,0.782609,0.759259,0.735849,0.759259,0.735849,0.649123,0.625,0.612903,0.590164,0.78,0.755102,0.74,0.714286,0.74,0.714286,0.74,0.714286,0.764706,0.74,0.764706,0.74,0.519231,0.237288,0.269231,0.226415,0.28,0.235294,0.322581,0.333333,0.333333,0.229508,0.237288,0.237288,0.322581,0.333333,0.322581,0.333333,0.313726,0.305085,0.229508,0.322581,0.226415,0.272727,0.37037,0.660377,0.566038,0.730769,0.5,0.166667,0.596491,0.535714,0.307692,0.784314,0.45614,0.431034,0.298246,0.6,0.525424,0.571429,0.578125,0.368421,0.647059,0.72549,0.381818,0.634615,0.711538,0.784314,0.525424,0.533333,0.229508,0.322581,0.306452,0.306452,0.306452,0.306452,0.306452,0.306452,0.380952,0.380952,0.412698,0.390625,0.226415,0.222222,0.660377,0.566038,0.571429,0.578125,0.660377,0.566038,0.730769,0.679245,0.611111,0.518519,0.285714,0.590164,0.6,0.45614,0.490909,0.212766,0.578947,0.578947,0.557377,0.483333,0.589286,0.589286,0.363636,0.359375,0.380952
81-charge,0.693878,0.653846,0.653846,0.693878,0.705882,0.692308,0.596491,0.62963,0.641509,0.666667,0.686275,0.611111,0.603774,0.634615,0.627451,0.634615,0.627451,0.804348,1,0.952381,0.804348,0.686275,0.660377,0.679245,0.679245,0.72,0.680851,0.642857,0.679245,0.642857,0.679245,0.542373,0.571429,0.515625,0.540984,0.653846,0.693878,0.615385,0.653061,0.615385,0.653061,0.615385,0.653061,0.641509,0.68,0.641509,0.68,0.490196,0.25,0.285714,0.24,0.297872,0.25,0.295082,0.305085,0.305085,0.241379,0.25,0.25,0.295082,0.305085,0.295082,0.305085,0.333333,0.321429,0.241379,0.295082,0.24,0.288462,0.339623,0.574074,0.538462,0.581818,0.5,0.176471,0.491525,0.482143,0.3,0.62963,0.37931,0.37931,0.290909,0.55,0.526316,0.476923,0.484848,0.339286,0.588235,0.634615,0.351852,0.576923,0.622642,0.62963,0.45,0.459016,0.241379,0.295082,0.3,0.3,0.3,0.3,0.3,0.3,0.3125,0.3125,0.34375,0.34375,0.24,0.235294,0.574074,0.538462,0.476923,0.484848,0.574074,0.538462,0.581818,0.535714,0.527273,0.490566,0.258065,0.566667,0.576271,0.428571,0.462963,0.2,0.5,0.5,0.460317,0.433333,0.508772,0.508772,0.42623,0.354839,0.377049
